Cust_ID,Block,Ship_mode,Discount,Weight_gm,Cust_calls,Prior_purchases,Priority,Gender,Cust_rating,Cost,Timeliness
5216,A,Ship,4,5844,3,3,low,F,4,247,0
5217,F,Ship,7,1153,6,4,low,F,1,284,0
5218,F,Ship,8,4575,3,3,low,M,4,264,1
5219,F,Flight,2,5604,4,2,low,M,2,186,1
5220,F,Ship,2,4352,3,2,high,M,1,274,0
5221,F,Ship,5,1012,4,3,low,F,5,178,1
5222,F,Ship,60,1057,3,3,medium,F,2,98,1
5223,B,Flight,8,4567,3,2,low,M,5,189,0
5224,A,Flight,12,3279,4,3,low,M,4,270,1
5225,B,Road,8,4647,5,2,high,F,1,274,1
5226,F,Ship,27,2052,3,3,medium,F,3,243,1
5227,D,Ship,1,5721,3,10,low,M,2,138,1
5228,F,Ship,51,2820,4,2,medium,M,5,198,1
5229,D,Flight,21,2688,4,3,medium,M,5,229,1
5230,A,Ship,15,2989,3,3,medium,M,5,261,1
5231,F,Ship,4,4969,5,3,low,M,3,266,1
5232,B,Ship,6,1490,3,2,medium,F,1,155,1
5233,F,Ship,44,2291,4,3,medium,F,3,205,1
5234,F,Ship,61,2206,5,10,medium,F,5,247,1
5235,A,Road,7,4766,4,3,medium,M,2,190,0
5236,F,Road,6,4656,5,3,low,M,2,171,1
5237,C,Ship,10,5291,3,3,medium,F,4,255,1
5238,B,Ship,8,5045,4,3,medium,M,2,257,1
5239,C,Ship,1,1127,5,5,low,M,5,232,0
5240,D,Road,7,1884,4,6,low,F,1,245,1
5241,D,Ship,5,4523,4,3,low,F,1,245,0
5242,C,Road,15,2457,4,2,low,F,5,189,1
5243,A,Flight,9,4659,3,2,medium,M,2,227,0
5244,A,Flight,1,5400,4,3,medium,M,2,145,0
5245,F,Ship,20,1387,4,2,medium,F,2,147,1
5246,A,Ship,3,4199,3,4,low,F,2,177,1
5247,C,Ship,6,5319,3,3,medium,F,1,220,0
5248,C,Road,34,3784,4,3,low,F,5,197,1
5249,A,Ship,63,3506,5,4,low,M,1,222,1
5250,F,Ship,9,1392,6,4,low,F,2,304,0
5251,B,Flight,5,1340,3,2,medium,M,4,179,0
5252,F,Ship,7,1600,6,4,low,M,5,268,1
5253,C,Flight,1,5343,3,3,medium,M,2,224,1
5254,A,Flight,4,5547,4,5,low,F,2,159,1
5255,C,Flight,10,4331,4,3,low,M,5,260,0
5256,B,Road,4,1551,5,4,low,M,1,298,0
5257,D,Ship,9,5637,4,2,low,M,4,218,0
5258,F,Ship,10,4331,5,3,low,M,5,124,0
5259,A,Ship,18,3806,5,8,low,F,1,200,1
5260,D,Road,4,5130,6,2,medium,F,3,113,1
5261,F,Ship,3,4649,3,3,low,F,3,231,1
5262,F,Ship,7,5808,4,2,low,M,3,238,1
5263,F,Flight,6,4756,6,5,high,M,2,205,0
5264,B,Road,5,5593,5,2,low,M,4,201,1
5265,B,Road,2,4619,3,3,low,F,5,142,0
5266,F,Ship,4,4367,4,3,medium,M,3,213,0
5267,F,Flight,1,4831,4,3,low,F,1,146,1
5268,F,Ship,5,4951,5,3,high,M,1,265,1
5269,F,Ship,4,5253,4,3,low,M,1,249,1
5270,C,Ship,6,4415,3,4,low,M,2,268,0
5271,D,Ship,10,5156,5,4,low,M,4,280,0
5272,F,Flight,2,4913,3,3,low,M,5,179,0
5273,A,Flight,48,1193,4,3,low,F,2,150,1
5274,D,Flight,60,3755,3,4,medium,F,1,231,1
5275,A,Ship,10,5137,4,3,low,M,2,264,1
5276,F,Road,5,3986,2,6,low,M,4,257,1
5277,A,Flight,1,1196,5,5,low,F,3,229,0
5278,C,Road,8,4949,5,3,medium,F,4,217,1
5279,C,Road,61,2203,3,3,low,F,5,189,1
5280,D,Ship,17,1422,3,2,low,M,5,143,1
5281,B,Ship,10,5107,3,2,medium,F,4,156,1
5282,F,Flight,2,5973,3,2,medium,M,4,218,0
5283,F,Ship,1,4996,3,10,medium,F,5,203,0
5284,C,Road,7,5574,6,3,medium,F,3,127,1
5285,D,Ship,3,4352,4,4,low,F,1,229,1
5286,C,Ship,5,5375,5,4,medium,F,4,242,0
5287,F,Ship,1,5294,5,2,medium,F,3,229,1
5288,A,Road,4,4914,5,3,medium,M,3,230,1
5289,A,Ship,3,4934,3,4,low,F,5,216,0
5290,F,Ship,5,5626,4,6,medium,F,3,129,0
5291,A,Road,4,3621,3,2,low,M,1,197,1
5292,C,Flight,47,1434,4,3,low,F,2,180,1
5293,D,Ship,11,2135,6,3,medium,M,3,281,1
5294,F,Ship,9,1724,4,3,low,M,5,238,1
5295,F,Flight,5,1742,5,5,low,M,5,269,0
5296,B,Ship,4,5531,3,3,medium,M,2,139,0
5297,F,Flight,10,1920,5,5,low,F,1,235,0
5298,A,Flight,5,4512,4,3,low,M,5,150,0
5299,B,Ship,8,4890,3,2,medium,M,3,254,1
5300,D,Flight,3,5208,5,5,low,F,4,286,0
5301,A,Ship,1,4366,4,2,medium,M,3,153,1
5302,D,Ship,65,3984,4,3,low,M,5,227,1
5303,A,Road,2,5008,4,4,low,M,2,164,0
5304,C,Ship,6,4343,4,3,medium,M,1,162,1
5305,A,Ship,61,3642,3,2,medium,M,5,203,1
5306,A,Ship,14,3213,6,5,low,M,1,205,1
5307,B,Ship,1,1124,4,5,medium,M,4,223,1
5308,C,Ship,8,4615,5,6,medium,F,4,179,1
5309,A,Ship,39,1411,4,8,low,M,5,127,1
5310,F,Ship,59,1941,4,2,medium,M,4,161,1
5311,F,Ship,8,5946,6,3,low,F,5,98,0
5312,F,Ship,1,5399,6,3,high,F,5,185,1
5313,D,Ship,1,5454,4,3,medium,M,3,147,0
5314,F,Road,9,4359,4,2,medium,M,1,153,0
5315,D,Road,2,4835,4,3,medium,F,2,245,1
5316,C,Ship,3,1639,4,5,medium,M,3,264,0
5317,F,Flight,2,4140,4,3,medium,M,4,261,0
5318,F,Ship,10,4794,3,2,low,M,4,214,0
5319,A,Road,10,1501,5,5,low,M,3,254,1
5320,C,Ship,24,1594,3,8,low,F,4,145,1
5321,F,Road,64,3812,4,3,low,F,5,184,1
5322,B,Ship,8,4715,4,3,medium,M,4,193,1
5323,F,Flight,10,5675,5,3,low,F,4,281,0
5324,D,Road,1,5374,2,2,medium,M,4,246,1
5325,A,Ship,7,4780,3,4,medium,M,1,142,0
5326,F,Ship,20,3617,4,3,low,F,3,197,1
5327,F,Road,2,5588,4,2,medium,F,3,240,0
5328,A,Ship,8,5362,5,4,medium,F,3,199,0
5329,F,Flight,41,2992,5,4,medium,M,2,231,1
5330,D,Road,3,4596,6,5,medium,F,3,166,1
5331,C,Flight,10,5418,5,5,low,F,5,105,1
5332,A,Road,5,4892,4,3,medium,F,4,148,0
5333,D,Road,1,1317,6,4,low,F,3,244,1
5334,F,Ship,10,1435,6,5,medium,F,4,254,0
5335,F,Flight,7,5571,4,4,low,F,2,256,0
5336,A,Flight,9,4808,4,2,low,F,1,200,1
5337,B,Ship,15,1318,3,4,low,F,2,294,1
5338,D,Road,42,1213,3,2,medium,F,4,130,1
5339,C,Ship,5,5058,3,2,low,M,3,179,0
5340,F,Road,12,3817,3,3,medium,F,5,286,1
5341,F,Flight,9,4731,3,3,low,F,2,210,1
5342,A,Ship,5,5673,5,3,low,F,5,269,1
5343,F,Ship,2,4785,3,3,low,F,1,132,0
5344,F,Flight,23,2056,4,3,medium,M,5,208,1
5345,C,Flight,1,4573,3,2,high,M,5,162,1
5346,C,Road,2,3490,5,2,low,M,1,206,1
5347,C,Ship,62,1936,6,3,low,F,2,146,1
5348,A,Road,2,1104,3,2,low,M,1,164,1
5349,F,Flight,34,1977,4,3,low,M,4,149,1
5350,B,Flight,2,4188,5,4,low,F,5,169,0
5351,C,Ship,2,1323,3,6,medium,M,1,143,1
5352,F,Ship,3,5637,5,3,low,M,5,265,0
5353,D,Ship,14,1045,5,2,low,F,3,162,1
5354,A,Ship,19,1665,4,2,medium,F,4,149,1
5355,A,Road,1,1366,3,3,low,F,5,166,1
5356,C,Road,6,1118,6,5,medium,F,2,308,0
5357,B,Ship,49,2356,3,3,medium,M,3,186,1
5358,A,Road,2,4919,4,4,medium,F,3,143,0
5359,A,Ship,5,5162,4,4,low,M,4,153,0
5360,A,Road,3,5709,6,3,low,F,5,248,1
5361,F,Ship,6,5863,5,2,low,F,3,248,1
5362,D,Ship,22,2942,3,4,high,F,3,211,1
5363,D,Road,1,5797,3,4,medium,M,2,269,0
5364,B,Ship,7,5947,4,3,low,M,4,268,0
5365,F,Flight,2,1783,6,4,low,F,1,250,1
5366,C,Ship,2,1750,2,2,low,M,5,156,1
5367,F,Road,7,5425,4,10,high,F,4,142,1
5368,A,Ship,64,1814,4,3,low,M,3,139,1
5369,A,Ship,10,1247,5,5,low,M,4,231,0
5370,A,Ship,3,1965,5,6,low,F,5,238,1
5371,C,Ship,9,1789,6,4,low,M,5,244,1
5372,D,Ship,5,4854,4,3,medium,M,3,137,1
5373,C,Ship,59,1837,5,2,medium,M,3,143,1
5374,F,Ship,6,5642,3,3,low,M,2,165,0
5375,B,Road,37,3531,5,2,low,F,3,203,1
5376,C,Ship,9,4028,5,4,medium,F,2,145,0
5377,C,Ship,8,5658,4,3,low,F,4,149,1
5378,D,Ship,5,5393,3,2,low,F,2,275,1
5379,D,Flight,5,2041,5,6,medium,F,4,212,1
5380,F,Ship,3,5922,2,3,medium,F,1,187,0
5381,F,Road,8,1335,4,5,medium,F,2,277,0
5382,A,Road,1,5274,4,4,low,F,3,203,0
5383,D,Flight,5,5934,4,4,low,F,1,135,0
5384,F,Ship,45,1059,4,3,medium,M,5,145,1
5385,F,Ship,6,4109,5,3,medium,F,5,155,1
5386,B,Ship,3,2923,5,3,medium,F,3,230,1
5387,B,Flight,2,4647,3,2,low,M,1,203,1
5388,D,Ship,3,2497,3,6,medium,F,1,201,1
5389,C,Ship,2,5368,4,2,medium,M,5,260,0
5390,F,Ship,4,5122,4,3,medium,F,2,145,1
5391,C,Ship,14,3849,5,4,high,M,1,187,1
5392,F,Ship,3,3637,5,7,medium,M,3,188,1
5393,A,Ship,5,4082,3,2,medium,M,1,148,1
5394,C,Road,65,3362,6,7,medium,F,2,286,1
5395,F,Road,8,5793,3,2,high,F,4,226,0
5396,F,Ship,4,1489,4,6,low,M,1,246,0
5397,C,Road,3,1328,4,5,medium,F,1,271,0
5398,F,Ship,9,5070,4,2,medium,M,4,145,0
5399,F,Ship,6,1878,3,3,low,F,3,158,1
5400,F,Ship,15,1030,4,2,medium,M,4,158,1
5401,C,Ship,2,4426,5,5,low,F,5,254,0
5402,D,Ship,1,4752,4,3,low,M,3,236,0
5403,B,Flight,13,2882,2,5,medium,F,5,193,1
5404,C,Ship,6,1887,5,5,low,M,5,239,1
5405,B,Ship,10,4571,3,4,low,F,4,133,0
5406,F,Ship,7,4765,4,2,low,F,3,189,0
5407,F,Ship,48,1043,4,5,low,F,2,155,1
5408,C,Ship,5,5647,4,4,low,M,4,268,0
5409,A,Ship,7,4079,3,3,low,F,4,145,1
5410,A,Flight,9,1280,4,5,medium,M,1,270,1
5411,B,Ship,8,1480,6,4,low,F,4,283,0
5412,A,Flight,3,1273,3,3,low,M,5,151,1
5413,F,Flight,2,5972,3,3,medium,M,3,251,0
5414,A,Ship,2,5404,5,3,medium,F,4,216,1
5415,C,Road,9,5886,4,3,medium,M,1,260,1
5416,C,Ship,10,5306,5,4,medium,M,1,250,1
5417,F,Ship,9,5539,3,3,low,F,1,155,0
5418,B,Ship,8,1776,7,5,medium,M,1,250,0
5419,A,Ship,44,2676,4,6,medium,M,4,252,1
5420,F,Ship,41,1006,6,2,low,M,2,172,1
5421,F,Flight,27,2772,3,3,medium,F,4,204,1
5422,D,Road,5,5690,3,5,medium,F,4,138,0
5423,F,Ship,5,1747,6,4,medium,M,1,250,0
5424,F,Ship,1,5189,5,3,low,M,2,229,1
5425,F,Ship,8,5003,5,6,medium,F,3,234,0
5426,F,Ship,27,3436,4,4,low,M,4,232,1
5427,F,Ship,61,3067,5,3,high,F,3,217,1
5428,F,Flight,10,4806,3,3,low,F,4,224,1
5429,A,Ship,3,1670,7,4,low,F,3,286,0
5430,B,Ship,8,5382,3,2,low,M,3,260,0
5431,F,Ship,2,4492,4,2,low,F,5,274,1
5432,D,Ship,10,4574,4,3,medium,F,1,165,0
5433,C,Ship,1,5698,4,2,medium,F,1,168,1
5434,F,Ship,2,5876,5,3,high,M,4,160,0
5435,D,Ship,1,4181,5,3,low,F,4,187,0
5436,F,Ship,8,4890,4,3,medium,F,1,208,1
5437,F,Flight,5,5514,4,3,low,M,4,196,0
5438,A,Ship,5,4643,4,4,low,F,5,98,0
5439,B,Ship,9,5735,5,2,medium,F,3,223,0
5440,A,Ship,9,5248,3,8,medium,F,1,261,1
5441,C,Ship,5,1750,6,4,low,M,3,286,1
5442,F,Ship,4,1148,6,4,medium,F,2,279,0
5443,C,Flight,4,5942,4,2,medium,F,3,241,1
5444,A,Road,58,1453,4,3,low,M,3,152,1
5445,F,Ship,2,1748,5,6,medium,M,2,274,1
5446,D,Ship,6,4885,6,4,medium,M,3,219,1
5447,C,Flight,4,4578,4,3,medium,M,4,258,0
5448,F,Ship,2,1167,6,4,low,M,5,278,1
5449,B,Ship,10,5655,4,6,medium,F,2,242,1
5450,A,Flight,2,5328,4,2,medium,F,3,238,0
5451,C,Flight,2,4383,4,3,high,F,3,150,0
5452,A,Ship,15,1242,3,5,low,F,1,178,1
5453,D,Flight,34,3455,5,3,high,M,5,236,1
5454,F,Ship,6,5023,3,8,high,M,1,239,1
5455,C,Flight,4,1677,7,4,low,F,5,258,1
5456,F,Ship,64,2271,4,6,low,M,5,246,1
5457,F,Road,4,5166,5,3,low,M,1,201,1
5458,B,Ship,46,1436,3,2,medium,F,2,138,1
5459,A,Ship,10,4286,3,3,medium,M,5,247,1
5460,A,Road,9,5759,3,5,medium,M,4,232,0
5461,B,Ship,25,3992,3,5,low,M,3,188,1
5462,C,Ship,10,4076,3,4,medium,F,4,243,0
5463,A,Ship,2,5685,4,2,low,F,1,197,0
5464,D,Ship,6,1730,2,2,medium,F,3,198,1
5465,B,Flight,10,4619,4,10,low,F,2,227,0
5466,D,Ship,1,1735,6,4,low,F,1,298,1
5467,A,Ship,1,5352,5,2,medium,F,1,256,1
5468,A,Ship,1,4543,3,6,medium,M,4,250,1
5469,F,Ship,5,5888,4,3,high,F,2,230,0
5470,A,Ship,7,4106,4,3,low,F,4,154,1
5471,A,Flight,9,1203,5,5,medium,F,1,303,0
5472,A,Ship,7,1261,4,5,low,M,4,258,1
5473,A,Ship,3,4851,5,2,high,F,5,253,0
5474,C,Ship,29,1016,3,2,low,M,4,154,1
5475,F,Road,9,5750,3,2,medium,F,5,256,0
5476,C,Ship,18,3077,6,2,low,F,2,283,1
5477,C,Ship,10,5676,5,4,low,F,5,226,1
5478,A,Ship,10,4120,3,3,low,F,1,241,0
5479,C,Road,2,5684,3,4,medium,F,3,157,0
5480,C,Ship,3,5877,4,2,low,F,1,181,0
5481,B,Ship,10,5875,2,7,low,M,4,255,0
5482,D,Ship,2,5431,4,2,low,M,3,147,0
5483,F,Ship,5,5714,4,2,medium,M,1,225,1
5484,D,Ship,7,5856,2,3,medium,M,4,165,0
5485,A,Road,8,1512,6,5,medium,M,2,290,1
5486,C,Ship,8,5744,4,2,medium,F,4,234,0
5487,B,Ship,9,4547,2,3,medium,F,2,157,1
5488,A,Road,9,1817,4,5,low,F,1,220,0
5489,F,Ship,10,4651,5,2,medium,F,3,141,0
5490,F,Ship,4,1644,4,6,medium,F,2,262,1
5491,B,Ship,5,4643,3,5,low,F,3,104,0
5492,A,Ship,7,5100,3,3,low,M,5,157,0
5493,F,Ship,25,1548,3,10,medium,M,2,160,1
5494,D,Ship,7,4568,3,4,high,F,2,234,1
5495,D,Ship,9,1488,6,4,medium,M,4,253,0
5496,F,Ship,41,2546,2,2,low,M,5,275,1
5497,A,Ship,2,4372,3,4,medium,M,4,206,0
5498,D,Ship,9,1812,5,5,medium,M,5,234,0
5499,D,Road,4,4493,4,3,low,M,1,241,1
5500,F,Flight,1,5154,2,3,low,M,2,155,0
5501,A,Ship,9,4565,3,3,medium,F,5,205,1
5502,F,Ship,7,1901,3,3,medium,M,3,162,1
5503,A,Flight,2,1834,5,5,low,F,3,241,1
5504,D,Flight,8,5385,5,3,medium,M,2,268,1
5505,D,Ship,9,2958,3,3,low,M,1,232,1
5506,B,Ship,9,5979,5,3,medium,M,5,149,0
5507,A,Ship,6,4445,3,2,low,M,1,165,0
5508,A,Ship,10,1340,4,5,low,F,2,270,0
5509,B,Ship,5,2007,3,3,low,M,3,191,1
5510,F,Ship,9,4840,4,3,low,F,3,175,1
5511,B,Ship,8,5831,3,3,low,F,2,264,0
5512,C,Ship,9,5081,5,4,medium,M,5,210,1
5513,F,Flight,10,5700,5,7,medium,F,3,194,0
5514,F,Flight,5,4133,4,3,medium,M,1,189,0
5515,B,Road,9,4099,3,2,high,F,5,159,1
5516,C,Ship,10,5394,2,3,medium,F,1,207,0
5517,F,Ship,5,1108,6,4,medium,M,3,244,1
5518,B,Ship,31,2040,5,4,medium,M,5,257,1
5519,A,Ship,35,1009,5,6,medium,F,3,144,1
5520,C,Ship,5,5791,4,3,medium,M,3,167,0
5521,B,Flight,7,4531,5,2,medium,M,3,206,1
5522,D,Ship,4,5524,2,3,low,M,3,192,0
5523,C,Flight,22,2717,3,6,medium,M,5,229,1
5524,F,Ship,46,2670,3,7,medium,F,4,207,1
5525,C,Ship,9,1418,6,4,low,M,2,286,0
5526,F,Ship,5,1791,6,4,medium,M,1,287,1
5527,F,Flight,2,3402,4,3,low,M,2,219,1
5528,D,Road,2,4071,6,3,low,M,2,260,0
5529,A,Ship,4,4552,5,3,low,F,2,184,0
5530,C,Flight,8,4348,4,3,low,M,4,174,0
5531,C,Flight,46,2344,4,3,low,F,3,210,1
5532,B,Ship,5,1327,6,4,low,F,4,291,0
5533,B,Ship,48,1691,2,3,low,M,2,160,1
5534,C,Ship,2,4855,3,2,low,F,1,209,0
5535,D,Ship,44,2648,4,5,medium,F,5,233,1
5536,A,Road,5,5088,3,3,medium,M,4,163,1
5537,A,Ship,2,5033,3,2,low,F,2,204,1
5538,F,Flight,10,4486,4,3,low,M,4,225,0
5539,C,Ship,8,1419,5,5,low,M,1,219,1
5540,A,Ship,1,1477,2,3,low,M,2,157,1
5541,D,Ship,7,5573,2,4,low,M,1,219,1
5542,A,Flight,18,3644,4,5,low,M,3,255,1
5543,F,Ship,54,2860,3,3,medium,M,3,238,1
5544,D,Ship,4,2725,4,2,low,M,5,249,1
5545,F,Ship,5,4942,5,3,medium,M,5,192,1
5546,F,Ship,6,1867,4,5,low,M,3,259,1
5547,F,Ship,58,3626,2,2,medium,M,1,222,1
5548,F,Flight,7,4694,4,5,low,M,2,185,1
5549,F,Ship,49,1203,3,3,low,M,1,155,1
5550,F,Ship,9,4252,3,4,low,M,1,207,0
5551,A,Road,7,5409,3,3,medium,F,4,182,1
5552,C,Flight,8,4974,4,3,low,F,1,223,1
5553,C,Ship,6,5016,3,4,low,F,4,188,0
5554,A,Road,13,1614,4,4,medium,F,4,178,1
5555,D,Ship,37,3315,3,3,low,M,2,190,1
5556,F,Road,5,4032,3,10,low,F,1,146,1
5557,F,Ship,3,5768,3,3,low,F,3,155,0
5558,B,Ship,41,1176,2,3,high,F,4,137,1
5559,F,Ship,57,3952,4,3,low,M,3,237,1
5560,F,Ship,9,5082,3,3,low,M,3,151,0
5561,F,Ship,8,5513,4,2,low,M,3,212,0
5562,B,Ship,6,5565,3,3,low,M,4,250,0
5563,B,Ship,6,5451,4,6,low,M,4,177,1
5564,A,Flight,6,5398,5,5,high,F,1,182,0
5565,B,Ship,6,4879,3,4,low,M,5,204,1
5566,C,Ship,3,5919,4,3,low,F,1,193,0
5567,B,Ship,10,4933,2,3,low,M,3,136,0
5568,F,Ship,6,4432,4,4,low,M,1,164,1
5569,D,Flight,1,1192,4,5,low,M,3,255,0
5570,A,Ship,60,2777,4,3,medium,F,4,255,1
5571,F,Ship,2,1700,6,4,low,M,5,275,1
5572,B,Ship,4,1021,4,4,low,F,3,150,0
5573,F,Ship,6,5540,3,3,low,F,2,154,1
5574,B,Flight,7,4805,3,6,medium,F,1,199,0
5575,A,Ship,2,5741,3,3,medium,F,4,263,1
5576,C,Ship,9,4182,2,3,medium,F,5,243,0
5577,D,Flight,1,4132,3,2,medium,F,2,257,1
5578,F,Ship,10,4225,6,5,high,F,4,195,0
5579,D,Flight,49,3416,4,2,low,M,2,214,1
5580,B,Ship,9,1368,2,5,medium,F,4,181,0
5581,C,Ship,2,4956,4,8,medium,F,5,144,1
5582,B,Ship,46,3345,4,8,medium,F,4,209,1
5583,A,Road,41,2758,5,7,low,F,2,256,1
5584,A,Ship,4,5548,3,3,medium,F,3,203,0
5585,F,Road,7,4057,6,5,low,F,2,215,0
5586,A,Flight,4,4447,5,2,medium,M,2,240,1
5587,C,Road,5,2270,4,2,low,F,4,198,1
5588,D,Road,2,4447,3,3,low,M,2,229,1
5589,F,Ship,1,5776,2,3,low,M,1,100,1
5590,C,Ship,7,5098,4,3,medium,M,4,172,0
5591,B,Ship,2,3949,3,2,high,M,1,236,1
5592,D,Ship,38,1146,4,3,low,M,5,163,1
5593,C,Flight,1,5284,4,6,medium,M,5,233,0
5594,F,Road,1,4645,3,3,medium,M,5,263,0
5595,B,Road,7,4114,4,3,medium,F,5,213,0
5596,F,Ship,17,1700,3,3,low,M,4,162,1
5597,F,Road,32,1774,4,4,medium,F,4,177,1
5598,A,Ship,15,3460,4,3,low,F,1,192,1
5599,B,Ship,8,3571,5,3,low,M,2,244,1
5600,A,Road,5,5361,4,7,medium,F,2,233,0
5601,F,Road,3,1688,2,3,low,F,5,116,1
5602,F,Ship,5,5703,5,2,low,M,2,238,0
5603,F,Ship,7,5971,3,3,medium,F,1,162,0
5604,C,Ship,9,4751,2,3,low,M,5,233,1
5605,B,Ship,25,1851,3,2,high,M,1,145,1
5606,F,Ship,9,4462,4,2,medium,F,4,204,0
5607,B,Ship,5,1963,6,4,medium,M,5,295,1
5608,A,Ship,7,5821,4,3,medium,M,2,202,0
5609,A,Ship,9,5838,4,4,medium,F,4,189,1
5610,A,Ship,2,1461,4,4,medium,M,4,142,1
5611,D,Road,13,1245,2,3,low,F,3,158,1
5612,B,Ship,1,5783,5,3,medium,M,3,145,1
5613,F,Ship,8,4039,4,4,medium,M,2,239,0
5614,A,Ship,6,1579,4,5,medium,F,5,223,1
5615,D,Ship,4,1813,5,5,medium,F,4,243,0
5616,F,Ship,3,5979,3,4,low,M,1,274,0
5617,F,Ship,2,1876,5,6,low,F,1,259,0
5618,C,Ship,6,4412,5,4,high,M,4,241,1
5619,F,Flight,8,5645,4,2,medium,M,4,145,1
5620,F,Ship,4,1716,5,3,low,M,5,232,1
5621,B,Flight,4,5481,3,3,low,F,4,213,1
5622,F,Ship,8,4129,5,4,high,M,3,245,1
5623,F,Ship,3,4317,4,3,medium,F,3,130,0
5624,F,Ship,2,4036,3,3,high,F,3,209,1
5625,F,Ship,5,1708,4,6,low,M,4,255,1
5626,C,Ship,2,4836,3,2,high,M,3,241,1
5627,C,Ship,55,1498,2,3,low,M,4,152,1
5628,C,Ship,8,5198,5,2,low,M,1,179,1
5629,F,Ship,5,4574,3,2,medium,M,4,185,0
5630,D,Flight,7,5474,3,3,medium,M,1,185,1
5631,F,Ship,24,7588,2,3,medium,F,3,145,1
5632,F,Ship,54,1635,5,2,low,F,4,162,1
5633,C,Ship,6,5964,4,3,medium,M,2,181,0
5634,F,Ship,57,3257,3,3,low,F,1,267,1
5635,F,Flight,35,1459,3,3,high,M,3,165,1
5636,B,Flight,40,3766,3,3,medium,F,2,272,1
5637,D,Ship,51,3935,3,3,low,F,3,242,1
5638,F,Ship,54,3290,3,2,medium,M,4,187,1
5639,D,Ship,9,4623,3,3,medium,F,3,231,1
5640,F,Ship,3,5705,4,2,medium,F,5,246,0
5641,F,Flight,1,4122,5,5,low,F,4,151,0
5642,F,Flight,27,2415,5,3,medium,M,1,272,1
5643,D,Ship,10,4623,2,5,medium,F,5,209,1
5644,B,Ship,48,1993,4,2,low,M,1,172,1
5645,F,Ship,4,5991,3,2,medium,F,5,157,0
5646,F,Ship,10,4597,5,3,medium,F,3,222,0
5647,D,Ship,65,1818,4,4,low,M,5,270,1
5648,C,Ship,52,1667,6,4,low,M,3,294,1
5649,D,Ship,40,3484,5,3,medium,M,4,241,1
5650,A,Flight,6,1279,7,4,medium,M,1,254,1
5651,A,Ship,6,1829,5,5,low,M,4,236,1
5652,F,Ship,28,2422,4,4,low,M,3,212,1
5653,F,Ship,2,5378,4,3,medium,F,5,161,0
5654,F,Ship,9,1197,6,4,low,F,5,255,0
5655,B,Ship,2,4281,6,6,medium,F,3,274,0
5656,F,Ship,9,1821,4,5,low,M,1,235,1
5657,F,Ship,3,4181,3,3,medium,F,2,263,0
5658,F,Ship,48,2481,5,2,low,F,3,197,1
5659,F,Ship,6,5255,3,3,medium,M,4,156,1
5660,F,Flight,4,5566,4,3,medium,F,2,270,0
5661,F,Ship,6,5529,6,7,medium,M,5,117,1
5662,D,Road,6,1883,5,5,medium,F,2,223,0
5663,A,Road,4,4857,3,2,medium,F,1,201,1
5664,A,Ship,33,2906,4,4,medium,F,1,251,1
5665,F,Ship,63,3447,3,2,low,M,4,186,1
5666,C,Flight,4,4426,4,3,high,M,2,175,0
5667,F,Ship,9,5339,4,3,low,M,3,244,0
5668,D,Road,4,4081,3,3,medium,M,5,263,1
5669,B,Ship,9,1752,3,5,medium,F,3,249,0
5670,F,Flight,8,4066,4,3,medium,F,4,137,1
5671,F,Ship,60,3427,4,2,medium,F,5,237,1
5672,F,Flight,6,4316,4,2,low,M,5,187,1
5673,B,Road,14,1651,6,3,medium,F,4,174,1
5674,F,Ship,56,1184,3,2,medium,F,1,101,1
5675,B,Road,1,4678,4,4,medium,M,3,149,0
5676,C,Ship,9,5170,4,3,medium,M,2,240,1
5677,D,Road,38,1829,3,3,low,F,1,135,1
5678,B,Ship,5,4206,4,3,medium,M,3,251,0
5679,F,Flight,8,4292,3,2,low,F,1,187,1
5680,A,Ship,9,1947,4,5,low,M,4,258,1
5681,F,Ship,9,5095,3,2,medium,F,5,148,1
5682,F,Flight,4,5498,3,3,low,M,4,235,0
5683,F,Ship,3,5039,4,2,medium,M,4,218,0
5684,A,Ship,1,1271,6,5,medium,F,3,259,0
5685,F,Ship,8,4219,4,2,medium,F,2,268,0
5686,F,Ship,1,1222,5,6,low,F,5,244,0
5687,F,Flight,10,4290,3,2,medium,M,2,227,0
5688,C,Flight,4,4140,5,3,high,F,2,233,0
5689,C,Ship,4,5852,4,2,low,M,2,196,0
5690,A,Ship,48,1834,5,2,medium,M,5,145,1
5691,F,Ship,10,4368,2,5,medium,M,2,98,0
5692,B,Flight,61,1511,3,2,medium,M,2,169,1
5693,B,Ship,9,5873,3,3,medium,M,2,270,1
5694,F,Ship,10,4376,6,3,low,M,4,152,1
5695,B,Ship,8,4146,4,6,medium,M,5,101,0
5696,B,Ship,10,4093,3,3,low,F,3,265,1
5697,D,Ship,6,5064,4,4,low,F,4,205,0
5698,D,Ship,5,4432,3,3,low,M,4,98,0
5699,F,Ship,2,1749,6,4,low,F,4,304,0
5700,C,Flight,9,4446,4,2,high,F,4,139,1
5701,D,Flight,62,1304,5,3,medium,M,3,171,1
5702,B,Ship,4,1748,3,2,low,F,1,151,1
5703,F,Ship,60,2053,2,3,high,F,2,274,1
5704,A,Ship,6,1591,7,4,low,M,5,285,1
5705,C,Ship,9,5751,3,3,medium,F,5,206,0
5706,C,Ship,2,3995,3,3,medium,F,3,192,1
5707,C,Ship,12,2017,4,3,low,F,3,258,1
